DOCUMENT RANK,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
18,0,0,0,0,0,0,0.142857143,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.214285714,0.2,0.1875,0.176470588,0.166666667,0.157894737,0.15,0.142857143,0.136363636,0.130434783,0.125,0.12,0.115384615,0.111111111,0.107142857,0.103448276,0.1,0.096774194,0.09375,0.090909091,0.088235294,0.085714286,0.083333333,0.081081081,0.078947368,0.076923077,0.075,0.073170732,0.071428571,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.090909091,0.089285714,0.087719298,0.086206897,0.084745763,0.083333333,0.098360656,0.096774194,0.095238095,0.09375,0.092307692,0.090909091,0.089552239,0.088235294,0.086956522,0.085714286,0.084507042,0.083333333,0.082191781,0.081081081,0.08,0.078947368,0.077922078,0.076923077,0.075949367,0.075,0.074074074,0.073170732,0.072289157,0.071428571,0.070588235,0.069767442,0.068965517,0.068181818,0.06741573,0.066666667,0.065934066,0.065217391,0.064516129,0.063829787,0.063157895,0.0625,0.06185567,0.06122449,0.060606061,0.06
19,1,1,1,1,0.8,0.833333333,0.714285714,0.625,0.666666667,0.7,0.636363636,0.583333333,0.538461538,0.5,0.466666667,0.4375,0.411764706,0.388888889,0.368421053,0.35,0.333333333,0.363636364,0.347826087,0.333333333,0.32,0.307692308,0.296296296,0.285714286,0.275862069,0.266666667,0.258064516,0.25,0.242424242,0.235294118,0.228571429,0.222222222,0.216216216,0.210526316,0.205128205,0.2,0.195121951,0.19047619,0.186046512,0.181818182,0.177777778,0.173913043,0.170212766,0.166666667,0.163265306,0.16,0.156862745,0.153846154,0.150943396,0.148148148,0.145454545,0.142857143,0.140350877,0.137931034,0.13559322,0.133333333,0.131147541,0.129032258,0.126984127,0.125,0.123076923,0.121212121,0.119402985,0.117647059,0.115942029,0.114285714,0.112676056,0.111111111,0.109589041,0.108108108,0.106666667,0.105263158,0.103896104,0.102564103,0.101265823,0.1,0.098765432,0.097560976,0.096385542,0.095238095,0.094117647,0.093023256,0.091954023,0.090909091,0.08988764,0.088888889,0.087912088,0.086956522,0.086021505,0.085106383,0.084210526,0.083333333,0.082474227,0.091836735,0.090909091,0.09
20,1,0.5,0.333333333,0.5,0.4,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.024096386,0.023809524,0.023529412,0.023255814,0.022988506,0.022727273,0.02247191,0.022222222,0.021978022,0.02173913,0.021505376,0.021276596,0.021052632,0.020833333,0.020618557,0.020408163,0.02020202,0.02
21,0,0,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.176470588,0.166666667,0.157894737,0.15,0.142857143,0.136363636,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.052631579,0.0625,0.06185567,0.06122449,0.060606061,0.06
22,1,0.5,0.333333333,0.5,0.6,0.5,0.428571429,0.5,0.444444444,0.5,0.545454545,0.583333333,0.538461538,0.5,0.466666667,0.4375,0.411764706,0.388888889,0.368421053,0.35,0.333333333,0.318181818,0.304347826,0.291666667,0.28,0.269230769,0.259259259,0.25,0.24137931,0.233333333,0.225806452,0.21875,0.212121212,0.205882353,0.2,0.194444444,0.189189189,0.184210526,0.179487179,0.175,0.170731707,0.166666667,0.186046512,0.181818182,0.177777778,0.173913043,0.170212766,0.166666667,0.163265306,0.16,0.156862745,0.153846154,0.150943396,0.148148148,0.145454545,0.142857143,0.140350877,0.137931034,0.152542373,0.15,0.147540984,0.14516129,0.142857143,0.140625,0.138461538,0.136363636,0.134328358,0.147058824,0.144927536,0.157142857,0.154929577,0.152777778,0.150684932,0.148648649,0.146666667,0.144736842,0.142857143,0.141025641,0.139240506,0.1375,0.135802469,0.134146341,0.13253012,0.130952381,0.141176471,0.139534884,0.137931034,0.136363636,0.134831461,0.133333333,0.131868132,0.130434783,0.129032258,0.127659574,0.126315789,0.125,0.12371134,0.12244898,0.121212121,0.12
23,1,1,1,0.75,0.8,0.666666667,0.571428571,0.5,0.444444444,0.4,0.363636364,0.333333333,0.307692308,0.285714286,0.266666667,0.25,0.235294118,0.222222222,0.210526316,0.2,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
24,1,1,0.666666667,0.5,0.4,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.12,0.115384615,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
25,1,1,0.666666667,0.5,0.6,0.666666667,0.714285714,0.625,0.555555556,0.6,0.545454545,0.583333333,0.538461538,0.571428571,0.533333333,0.5,0.470588235,0.5,0.473684211,0.5,0.476190476,0.454545455,0.47826087,0.458333333,0.44,0.461538462,0.444444444,0.428571429,0.413793103,0.4,0.387096774,0.40625,0.393939394,0.382352941,0.371428571,0.361111111,0.351351351,0.342105263,0.333333333,0.325,0.317073171,0.333333333,0.325581395,0.318181818,0.311111111,0.326086957,0.319148936,0.3125,0.306122449,0.3,0.294117647,0.288461538,0.283018868,0.277777778,0.272727273,0.267857143,0.280701754,0.275862069,0.288135593,0.283333333,0.278688525,0.274193548,0.26984127,0.265625,0.276923077,0.272727273,0.268656716,0.264705882,0.260869565,0.257142857,0.253521127,0.263888889,0.260273973,0.256756757,0.253333333,0.25,0.246753247,0.243589744,0.253164557,0.25,0.259259259,0.256097561,0.253012048,0.25,0.247058824,0.244186047,0.24137931,0.238636364,0.235955056,0.233333333,0.230769231,0.22826087,0.225806452,0.223404255,0.221052632,0.21875,0.216494845,0.214285714,0.212121212,0.21
26,0,0,0,0,0.2,0.166666667,0.142857143,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.1875,0.235294118,0.222222222,0.263157895,0.25,0.238095238,0.227272727,0.217391304,0.208333333,0.2,0.230769231,0.222222222,0.214285714,0.24137931,0.233333333,0.225806452,0.21875,0.212121212,0.205882353,0.2,0.194444444,0.189189189,0.184210526,0.179487179,0.175,0.170731707,0.166666667,0.162790698,0.159090909,0.155555556,0.152173913,0.14893617,0.145833333,0.142857143,0.16,0.156862745,0.153846154,0.150943396,0.148148148,0.145454545,0.160714286,0.157894737,0.155172414,0.152542373,0.15,0.147540984,0.14516129,0.142857143,0.15625,0.153846154,0.151515152,0.149253731,0.147058824,0.144927536,0.142857143,0.14084507,0.138888889,0.136986301,0.135135135,0.133333333,0.131578947,0.12987013,0.128205128,0.126582278,0.125,0.12345679,0.12195122,0.120481928,0.119047619,0.117647059,0.11627907,0.114942529,0.113636364,0.112359551,0.111111111,0.10989011,0.108695652,0.107526882,0.106382979,0.105263158,0.104166667,0.103092784,0.102040816,0.101010101,0.1
27,1,1,0.666666667,0.5,0.6,0.666666667,0.571428571,0.5,0.555555556,0.5,0.545454545,0.5,0.461538462,0.428571429,0.4,0.4375,0.411764706,0.388888889,0.368421053,0.35,0.333333333,0.318181818,0.347826087,0.375,0.36,0.384615385,0.37037037,0.357142857,0.379310345,0.366666667,0.35483871,0.34375,0.333333333,0.352941176,0.342857143,0.333333333,0.324324324,0.315789474,0.307692308,0.3,0.292682927,0.285714286,0.279069767,0.272727273,0.266666667,0.260869565,0.255319149,0.25,0.244897959,0.24,0.235294118,0.230769231,0.226415094,0.222222222,0.218181818,0.214285714,0.210526316,0.206896552,0.203389831,0.2,0.196721311,0.193548387,0.19047619,0.1875,0.184615385,0.181818182,0.179104478,0.176470588,0.188405797,0.185714286,0.183098592,0.180555556,0.178082192,0.175675676,0.173333333,0.171052632,0.168831169,0.166666667,0.17721519,0.175,0.172839506,0.170731707,0.168674699,0.166666667,0.164705882,0.162790698,0.16091954,0.159090909,0.157303371,0.155555556,0.153846154,0.152173913,0.150537634,0.14893617,0.147368421,0.145833333,0.144329897,0.142857143,0.141414141,0.14
28,1,1,1,1,0.8,0.666666667,0.571428571,0.5,0.444444444,0.4,0.363636364,0.333333333,0.307692308,0.285714286,0.266666667,0.25,0.235294118,0.222222222,0.210526316,0.2,0.19047619,0.181818182,0.173913043,0.166666667,0.16,0.153846154,0.148148148,0.142857143,0.137931034,0.133333333,0.129032258,0.125,0.121212121,0.117647059,0.114285714,0.111111111,0.108108108,0.105263158,0.102564103,0.1,0.097560976,0.095238095,0.093023256,0.090909091,0.088888889,0.086956522,0.085106383,0.083333333,0.081632653,0.08,0.078431373,0.076923077,0.075471698,0.074074074,0.072727273,0.071428571,0.070175439,0.068965517,0.06779661,0.066666667,0.06557377,0.064516129,0.063492063,0.0625,0.061538462,0.060606061,0.059701493,0.058823529,0.057971014,0.057142857,0.056338028,0.055555556,0.054794521,0.054054054,0.053333333,0.052631579,0.051948052,0.051282051,0.050632911,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
29,0,0,0,0,0.2,0.333333333,0.285714286,0.25,0.222222222,0.2,0.272727273,0.333333333,0.384615385,0.357142857,0.4,0.375,0.352941176,0.388888889,0.421052632,0.4,0.428571429,0.409090909,0.391304348,0.375,0.4,0.384615385,0.37037037,0.357142857,0.344827586,0.333333333,0.322580645,0.34375,0.333333333,0.323529412,0.314285714,0.305555556,0.297297297,0.289473684,0.307692308,0.3,0.292682927,0.285714286,0.279069767,0.272727273,0.266666667,0.260869565,0.255319149,0.25,0.244897959,0.24,0.235294118,0.230769231,0.226415094,0.222222222,0.218181818,0.214285714,0.210526316,0.206896552,0.203389831,0.2,0.196721311,0.193548387,0.19047619,0.1875,0.184615385,0.181818182,0.179104478,0.176470588,0.173913043,0.171428571,0.169014085,0.166666667,0.164383562,0.162162162,0.16,0.157894737,0.155844156,0.153846154,0.151898734,0.15,0.148148148,0.146341463,0.144578313,0.142857143,0.141176471,0.139534884,0.137931034,0.136363636,0.134831461,0.133333333,0.131868132,0.130434783,0.129032258,0.127659574,0.126315789,0.125,0.12371134,0.12244898,0.121212121,0.12
30,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.037974684,0.05,0.049382716,0.048780488,0.048192771,0.047619048,0.047058824,0.046511628,0.045977011,0.045454545,0.04494382,0.044444444,0.043956044,0.043478261,0.043010753,0.042553191,0.042105263,0.041666667,0.041237113,0.040816327,0.04040404,0.04
31,1,0.5,0.333333333,0.25,0.2,0.166666667,0.142857143,0.125,0.111111111,0.1,0.090909091,0.083333333,0.076923077,0.071428571,0.066666667,0.0625,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.024096386,0.023809524,0.023529412,0.023255814,0.022988506,0.022727273,0.02247191,0.022222222,0.021978022,0.02173913,0.021505376,0.021276596,0.021052632,0.020833333,0.020618557,0.020408163,0.02020202,0.02
32,0,0.5,0.333333333,0.25,0.4,0.333333333,0.285714286,0.25,0.222222222,0.2,0.181818182,0.166666667,0.153846154,0.142857143,0.133333333,0.125,0.117647059,0.111111111,0.105263158,0.1,0.095238095,0.090909091,0.086956522,0.083333333,0.08,0.076923077,0.074074074,0.071428571,0.068965517,0.066666667,0.064516129,0.0625,0.060606061,0.058823529,0.057142857,0.055555556,0.054054054,0.052631579,0.051282051,0.05,0.048780488,0.047619048,0.046511628,0.045454545,0.044444444,0.043478261,0.042553191,0.041666667,0.040816327,0.04,0.039215686,0.038461538,0.037735849,0.037037037,0.036363636,0.035714286,0.035087719,0.034482759,0.033898305,0.033333333,0.032786885,0.032258065,0.031746032,0.03125,0.030769231,0.03030303,0.029850746,0.029411765,0.028985507,0.028571429,0.028169014,0.027777778,0.02739726,0.027027027,0.026666667,0.026315789,0.025974026,0.025641026,0.025316456,0.025,0.024691358,0.024390244,0.024096386,0.023809524,0.023529412,0.023255814,0.022988506,0.022727273,0.02247191,0.022222222,0.021978022,0.02173913,0.021505376,0.021276596,0.021052632,0.020833333,0.020618557,0.020408163,0.02020202,0.02
33,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.076923077,0.071428571,0.066666667,0.0625,0.058823529,0.055555556,0.052631579,0.05,0.047619048,0.045454545,0.043478261,0.041666667,0.04,0.038461538,0.037037037,0.035714286,0.034482759,0.033333333,0.032258065,0.03125,0.03030303,0.029411765,0.028571429,0.027777778,0.027027027,0.026315789,0.025641026,0.025,0.024390244,0.023809524,0.023255814,0.022727273,0.022222222,0.02173913,0.021276596,0.020833333,0.020408163,0.02,0.019607843,0.019230769,0.018867925,0.018518519,0.018181818,0.017857143,0.01754386,0.017241379,0.016949153,0.016666667,0.016393443,0.016129032,0.015873016,0.015625,0.015384615,0.015151515,0.014925373,0.014705882,0.014492754,0.014285714,0.014084507,0.013888889,0.01369863,0.013513514,0.013333333,0.013157895,0.012987013,0.012820513,0.012658228,0.0125,0.012345679,0.012195122,0.012048193,0.011904762,0.011764706,0.011627907,0.011494253,0.011363636,0.011235955,0.011111111,0.010989011,0.010869565,0.010752688,0.010638298,0.010526316,0.010416667,0.010309278,0.010204082,0.01010101,0.01
36,1,0.5,0.666666667,0.5,0.4,0.5,0.428571429,0.375,0.444444444,0.4,0.363636364,0.333333333,0.307692308,0.357142857,0.333333333,0.3125,0.352941176,0.333333333,0.315789474,0.3,0.285714286,0.318181818,0.347826087,0.333333333,0.32,0.307692308,0.296296296,0.321428571,0.310344828,0.3,0.322580645,0.3125,0.303030303,0.294117647,0.285714286,0.277777778,0.27027027,0.263157895,0.256410256,0.25,0.243902439,0.238095238,0.255813953,0.25,0.244444444,0.239130435,0.255319149,0.270833333,0.265306122,0.26,0.254901961,0.25,0.245283019,0.240740741,0.236363636,0.232142857,0.228070175,0.224137931,0.220338983,0.216666667,0.213114754,0.209677419,0.206349206,0.203125,0.2,0.196969697,0.194029851,0.191176471,0.188405797,0.185714286,0.183098592,0.180555556,0.191780822,0.189189189,0.186666667,0.184210526,0.181818182,0.179487179,0.17721519,0.175,0.172839506,0.182926829,0.180722892,0.178571429,0.176470588,0.186046512,0.183908046,0.193181818,0.191011236,0.188888889,0.186813187,0.184782609,0.182795699,0.180851064,0.178947368,0.177083333,0.175257732,0.173469388,0.171717172,0.17
